,K,EVI,AUX1,AUX1Mau
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,0,0,0,0
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,0,0,0,0
127,0,0,0,0
128,0,0,0,0
129,0,0,0,0
130,0,0,0,0
131,0,0,0,0
132,0,0,0,0
133,0,0,0,0
134,0,0,0,0
135,0,0,0,0
136,0,0,0,0
137,0,0,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,0,0,0
142,0,0,0,0
143,0,0,0,0
144,0,0,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,0,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,0,0,0
161,0,0,0,0
162,0,0,0,0
163,0,0,0,0
164,0,0,0,0
165,0,0,0,0
166,0,0,0,0
167,0,0,0,0
168,0,0,0,0
169,0,0,0,0
170,0,0,0,0
171,0,0,0,0
172,0,0,0,0
173,0,0,0,0
174,0,0,0,0
175,0,0,0,0
176,0,0,0,0
177,0,0,0,0
178,0,0,0,0
179,0,0,0,0
180,0,0,0,0
181,0,0,0,0
182,0,0,0,0
183,0,0,0,0
184,0,0,0,0
185,0,0,0,0
186,0,0,0,0
187,0,0,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,0,0,0
193,0,0,0,0
194,0,0,0,0
195,0,0,0,0
196,0,0,0,0
197,0,0,0,0
198,0,0,0,0
199,0,0,0,0
200,0,0,0,0
201,0,0,0,0
202,0,0,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,0,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,0,0,0
215,0,0,0,0
216,0,0,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,0,0,0
222,0,0,0,0
223,0,0,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,0,0,0
229,0,0,0,0
230,0,0,0,0
231,0,0,0,0
232,0,0,0,0
233,0,0,0,0
234,0,0,0,0
235,0,0,0,0
236,0,0,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,0,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,0,0,0
264,0,0,0,0
265,0,0,0,0
266,0,0,0,0
267,0,0,0,0
268,0,0,0,0
269,0,0,0,0
270,0,0,0,0
271,0,0,0,0
272,0,0,0,0
273,0,0,0,0
274,0,0,0,0
275,0,0,0,0
276,0,0,0,0
277,0,0,0,0
278,0,0,0,0
279,0,0,0,0
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,0,0,0
284,0,0,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,0,0,0
295,0,0,0,0
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,0,0,0,0
300,300,-0.017026,0.000249,0
301,301,-0.015796,0.000214,0
302,302,-0.016709,0.000239,0
303,303,-0.01914,0.000316,0
304,304,-0.017307,0.000255,0
305,305,-0.015363,0.0002,0
306,306,-0.01643,0.00023,0
307,307,-0.013509,0.000155,0
308,308,-0.015705,0.000212,0
309,309,-0.016984,0.00025,0
310,310,-0.01767,0.000273,0
311,311,-0.020317,0.00037,0
312,312,-0.019774,0.000351,0
313,313,-0.022233,0.000449,0
314,314,-0.020954,0.000394,0
315,315,-0.018268,0.000286,0
316,316,-0.018831,0.000307,0
317,317,-0.016786,0.000243,0
318,318,-0.014751,0.000186,0
319,319,-0.013627,0.000159,0
320,320,-0.018718,0.000302,0
321,321,-0.015614,0.000208,0
322,322,-0.013793,0.000162,0
323,323,-0.012153,0.000125,0
324,324,-0.010982,0.000102,0
325,325,-0.008565,0.000061,0
326,326,-0.007223,0.000044,0
327,327,-0.004091,0.000014,0
328,328,-0.007659,0.000049,0
329,329,-0.006865,0.000039,0
330,330,-0.003872,0.000013,0
331,331,-0.007884,0.000053,0
332,332,-0.005676,0.000027,0
333,333,-0.006083,0.000031,0
334,334,-0.00365,0.000011,0
335,335,-0.004814,0.000019,0
336,336,-0.003531,0.00001,0
337,337,-0.001042,0.000001,0
338,338,0.000361,0,0
339,339,0.003255,0.000009,0
340,340,0.005928,0.000028,0
341,341,0.00807,0.000053,0
342,342,0.002248,0.000004,0
343,343,-0.003274,0.000009,0
344,344,-0.003327,0.000009,0
345,345,-0.00136,0.000002,0
346,346,-0.005353,0.000025,0
347,347,-0.005306,0.000024,0
348,348,-0.004258,0.000016,0
349,349,-0.005523,0.000026,0
350,350,-0.003729,0.000012,0
351,351,-0.002403,0.000005,0
352,352,0.000041,0,0
353,353,0.002277,0.000004,0
354,354,0.004227,0.000015,0
355,355,0.007291,0.000044,0
356,356,0.008816,0.000064,0
357,357,0.011525,0.000104,0
358,358,0.014875,0.000171,0
359,359,0.014773,0.000169,0
360,360,0.013919,0.000152,0
361,361,0.016433,0.000211,0
362,362,0.019567,0.000296,0
363,363,0.017195,0.000231,0
364,364,0.017882,0.000251,0
365,365,0.015283,0.000183,0
366,366,0.006714,0.000038,0
367,367,0.009868,0.000082,0
368,368,0.01205,0.000122,0
369,369,0.014888,0.000178,0
370,370,0.014569,0.000171,0
371,371,0.017544,0.000247,0
372,372,0.01758,0.000237,0
373,373,0.017966,0.000248,0
374,374,0.020898,0.000331,0
375,375,0.019683,0.000298,0
376,376,0.018297,0.000261,0
377,377,0.019499,0.000296,0
378,378,0.018756,0.000276,0
379,379,0.020829,0.00034,0
380,380,0.022858,0.000408,0
381,381,0.022637,0.0004,0
382,382,0.025654,0.00051,0
383,383,0.025539,0.000506,0
384,384,0.024476,0.000468,0
385,385,0.024758,0.000484,0
386,386,0.024736,0.000483,0
387,387,0.022846,0.000415,0
388,388,0.024905,0.000494,0
389,389,0.023552,0.000444,0
390,390,0.023873,0.000456,0
391,391,0.025146,0.000504,0
392,392,0.026683,0.000565,0
393,393,0.029681,0.000694,0
394,394,0.03186,0.000764,0
395,395,0.029614,0.000663,0
396,396,0.027124,0.000548,0
397,397,0.02885,0.000616,0
398,398,0.031203,0.000716,0
399,399,0.032666,0.000788,0
400,400,0.032227,0.000769,0
401,401,0.02824,0.000598,0
402,402,0.029798,0.000667,0
403,403,0.030874,0.000714,0
404,404,0.030003,0.000677,0
405,405,0.028,0.000584,0
406,406,0.030451,0.000686,0
407,407,0.032081,0.000771,0
408,408,0.031448,0.000747,0
409,409,0.031558,0.000752,0
410,410,0.033031,0.000821,0
411,411,0.035315,0.000906,0
412,412,0.032098,0.000756,0
413,413,0.028207,0.000591,0
414,414,0.026483,0.000525,0
415,415,0.027967,0.000583,0
416,416,0.029579,0.000646,0
417,417,0.030509,0.000681,0
418,418,0.027847,0.000572,0
419,419,0.027963,0.000577,0
420,420,0.028891,0.000601,0
421,421,0.02906,0.000609,0
422,422,0.030502,0.000669,0
423,423,0.033626,0.000806,0
424,424,0.035873,0.000913,0
425,425,0.037656,0.001003,0
426,426,0.040315,0.001131,0
427,427,0.041366,0.001183,0
428,428,0.043391,0.001275,0
429,429,0.046068,0.001432,0
430,430,0.047445,0.001515,0
431,431,0.049487,0.001646,0
432,432,0.052083,0.001811,0
433,433,0.054483,0.001971,0
434,434,0.053992,0.001941,0
435,435,0.052887,0.00187,0
436,436,0.05402,0.001948,0
437,437,0.05263,0.001872,0
438,438,0.054533,0.001952,0
439,439,0.054268,0.00193,0
440,440,0.056161,0.002095,0
441,441,0.057291,0.002181,0
442,442,0.057498,0.002198,0
443,443,0.055571,0.002066,0
444,444,0.057536,0.002218,0
445,445,0.059091,0.002333,0
446,446,0.054025,0.001988,0
447,447,0.056471,0.00216,0
448,448,0.050492,0.001761,0
449,449,0.053471,0.001946,0
450,450,0.054345,0.002005,0
451,451,0.053827,0.00197,0
452,452,0.055888,0.002103,0
453,453,0.056506,0.002148,0
454,454,0.057885,0.002247,0
455,455,0.054933,0.002055,0
456,456,0.056295,0.002195,0
457,457,0.052916,0.001959,0
458,458,0.054891,0.002091,0
459,459,0.054039,0.002015,0
460,460,0.054519,0.002055,0
461,461,0.05387,0.001959,0
462,462,0.05565,0.00208,0
463,463,0.058356,0.002273,0
464,464,0.050102,0.001713,0
465,465,0.050372,0.001733,0
466,466,0.051629,0.001779,0
467,467,0.052293,0.001786,0
468,468,0.052206,0.001783,0
469,469,0.055002,0.001968,0
470,470,0.056939,0.002101,0
471,471,0.054919,0.001978,0
472,472,0.051883,0.001782,0
473,473,0.053309,0.001841,0
474,474,0.052035,0.001763,0
475,475,0.053198,0.00184,0
476,476,0.054991,0.001953,0
477,477,0.054354,0.001923,0
478,478,0.053836,0.001892,0
479,479,0.0541,0.001913,0
480,480,0.055966,0.00203,0
481,481,0.054052,0.001907,0
482,482,0.051758,0.001738,0
483,483,0.052283,0.001774,0
484,484,0.054103,0.001885,0
485,485,0.056295,0.002016,0
486,486,0.057705,0.002072,0
487,487,0.058356,0.00212,0
488,488,0.059931,0.002222,0
489,489,0.061583,0.002251,0
490,490,0.056053,0.001901,0
491,491,0.056653,0.001944,0
492,492,0.05946,0.002124,0
493,493,0.054196,0.001793,0
494,494,0.048322,0.001442,0
495,495,0.050901,0.001593,0
496,496,0.050716,0.001589,0
497,497,0.051837,0.00166,0
498,498,0.053993,0.001795,0
499,499,0.054739,0.001852,0
500,500,0.045037,0.001297,0
501,501,0.046125,0.001359,0
502,502,0.043665,0.001229,0
503,503,0.045453,0.001328,0
504,504,0.043343,0.001232,0
505,505,0.043788,0.001253,0
506,506,0.045431,0.001347,0
507,507,0.044692,0.001316,0
508,508,0.042081,0.001177,0
509,509,0.043645,0.001254,0
510,510,0.042301,0.001185,0
511,511,0.044535,0.001313,0
512,512,0.044881,0.001335,0
513,513,0.038274,0.000993,0
514,514,0.038236,0.000993,0
515,515,0.040435,0.001102,0
516,516,0.037353,0.00095,0
517,517,0.037199,0.000949,0
518,518,0.03751,0.000966,0
519,519,0.035839,0.000891,0
520,520,0.034062,0.000818,0
521,521,0.035959,0.000895,0
522,522,0.037586,0.000958,0
523,523,0.037924,0.000982,0
524,524,0.039514,0.001064,0
525,525,0.041528,0.001178,0
526,526,0.040905,0.001147,0
527,527,0.036809,0.00094,0
528,528,0.037903,0.000996,0
529,529,0.039323,0.001071,0
530,530,0.040814,0.001115,0
531,531,0.03941,0.001042,0
532,532,0.042543,0.001208,0
533,533,0.042133,0.001193,0
534,534,0.042362,0.00121,0
535,535,0.041652,0.001174,0
536,536,0.037203,0.000953,0
537,537,0.034003,0.000806,0
538,538,0.032712,0.000754,0
539,539,0.034025,0.000815,0
540,540,0.035152,0.000871,0
541,541,0.032653,0.000755,0
542,542,0.034211,0.000828,0
543,543,0.035716,0.000901,0
544,544,0.036502,0.000923,0
545,545,0.032791,0.000756,0
546,546,0.032276,0.000723,0
547,547,0.030874,0.000662,0
548,548,0.032856,0.000739,0
549,549,0.033689,0.000778,0
550,550,0.034986,0.000838,0.003273
551,551,0.033767,0.000787,0.003055
552,552,0.033256,0.000753,0.002968
553,553,0.033231,0.000737,0.002969
554,554,0.033407,0.000747,0.003005
555,555,0.032285,0.000701,0.002812
556,556,0.030528,0.000631,0.00252
557,557,0.029499,0.000592,0.002357
558,558,0.02923,0.000582,0.002318
559,559,0.030009,0.000614,0.002446
560,560,0.028584,0.000559,0.002223
561,561,0.028378,0.000549,0.002194
562,562,0.029528,0.000595,0.002378
563,563,0.027071,0.00051,0.002004
564,564,0.026677,0.000499,0.001949
565,565,0.025646,0.000464,0.001805
566,566,0.025833,0.000471,0.001833
567,567,0.027152,0.000522,0.002027
568,568,0.027912,0.000555,0.002144
569,569,0.029116,0.000599,0.002335
570,570,0.030379,0.000654,0.002544
571,571,0.031576,0.000705,0.002751
572,572,0.03095,0.000682,0.002647
573,573,0.031435,0.000704,0.002734
574,574,0.033308,0.000788,0.003071
575,575,0.035006,0.000866,0.003393
576,576,0.035018,0.000868,0.0034
577,577,0.03283,0.000766,0.002996
578,578,0.034728,0.000859,0.003354
579,579,0.03448,0.000836,0.003311
580,580,0.03337,0.000793,0.003107
581,581,0.033725,0.000797,0.003176
582,582,0.034621,0.000843,0.003351
583,583,0.034672,0.000843,0.003365
584,584,0.035901,0.000903,0.003611
585,585,0.034526,0.000838,0.003346
586,586,0.03641,0.000933,0.003723
587,587,0.037986,0.001014,0.004054
588,588,0.037045,0.000968,0.003863
589,589,0.03827,0.001034,0.004126
590,590,0.037307,0.000987,0.003928
591,591,0.039028,0.001077,0.004301
592,592,0.037929,0.001022,0.00407
593,593,0.038757,0.001067,0.004254
594,594,0.03151,0.000719,0.002826
595,595,0.033242,0.000801,0.003147
596,596,0.034568,0.000865,0.003405
597,597,0.033668,0.000824,0.003236
598,598,0.028823,0.000618,0.002381
599,599,0.029615,0.000652,0.002516
600,600,0.031229,0.000723,0.002799
601,601,0.028353,0.000604,0.002314
602,602,0.027584,0.000574,0.002194
603,603,0.029108,0.000637,0.002444
604,604,0.030453,0.000695,0.002677
605,605,0.027389,0.000569,0.002172
606,606,0.027693,0.000583,0.002223
607,607,0.017712,0.000245,0.000916
608,608,0.019059,0.000282,0.001061
609,609,0.020199,0.000317,0.001192
610,610,0.018763,0.000275,0.001031
611,611,0.019416,0.000295,0.001105
612,612,0.019013,0.000285,0.001061
613,613,0.019459,0.000294,0.001113
614,614,0.020558,0.00033,0.001243
615,615,0.022198,0.000385,0.00145
616,616,0.02059,0.000333,0.00125
617,617,0.021248,0.000354,0.001333
618,618,0.020096,0.000317,0.001194
619,619,0.019909,0.000312,0.001174
620,620,0.020171,0.000321,0.001207
621,621,0.021403,0.000361,0.001359
622,622,0.022866,0.000412,0.001552
623,623,0.022293,0.000393,0.001478
624,624,0.022677,0.000407,0.001531
625,625,0.023724,0.000445,0.001677
626,626,0.025352,0.000499,0.001915
627,627,0.024208,0.000453,0.00175
628,628,0.025491,0.000503,0.001942
629,629,0.026045,0.000527,0.00203
630,630,0.027715,0.000595,0.002299
631,631,0.028702,0.000638,0.002467
632,632,0.028793,0.000649,0.002486
633,633,0.03064,0.000733,0.002816
634,634,0.030732,0.000736,0.002836
635,635,0.031241,0.000762,0.002934
636,636,0.030723,0.000741,0.002842
637,637,0.031491,0.000783,0.00299
638,638,0.033144,0.000873,0.003313
639,639,0.034299,0.000936,0.00355
640,640,0.03056,0.000743,0.002828
641,641,0.027974,0.000627,0.002376
642,642,0.029635,0.000703,0.002667
643,643,0.024607,0.000493,0.001847
644,644,0.024994,0.000509,0.001907
645,645,0.024028,0.000472,0.001766
646,646,0.021992,0.000399,0.001483
647,647,0.02229,0.000413,0.001525
648,648,0.021962,0.000403,0.001482
649,649,0.023131,0.000447,0.001645
650,650,0.023851,0.000478,0.001751
651,651,0.024651,0.000515,0.001872
652,652,0.024691,0.000517,0.00188
653,653,0.026492,0.000593,0.002165
654,654,0.023753,0.000483,0.001745
655,655,0.025056,0.000536,0.001943
656,656,0.024791,0.000528,0.001905
657,657,0.024748,0.000515,0.0019
658,658,0.026008,0.000567,0.0021
659,659,0.025945,0.000566,0.002093
660,660,0.023923,0.000484,0.001784
661,661,0.025163,0.000535,0.001974
662,662,0.026154,0.000577,0.002134
663,663,0.025377,0.000545,0.002013
664,664,0.02513,0.000535,0.001976
665,665,0.026024,0.000564,0.002121
666,666,0.027193,0.000613,0.002317
667,667,0.028648,0.000679,0.002573
668,668,0.029364,0.000713,0.002705
669,669,0.029684,0.000728,0.002767
670,670,0.030817,0.000784,0.002984
671,671,0.031847,0.000837,0.003189
672,672,0.032867,0.000889,0.003398
673,673,0.032981,0.000896,0.003426
674,674,0.030642,0.000776,0.002965
675,675,0.03221,0.000852,0.003277
676,676,0.033993,0.000946,0.00365
677,677,0.035365,0.001022,0.003952
678,678,0.034606,0.000981,0.003791
679,679,0.033704,0.000934,0.003602
680,680,0.034051,0.000933,0.00368
681,681,0.031555,0.000808,0.003169
682,682,0.030137,0.000733,0.002896
683,683,0.03141,0.000795,0.003148
684,684,0.032711,0.00086,0.003415
685,685,0.031813,0.000801,0.003235
686,686,0.030886,0.000758,0.003055
687,687,0.031701,0.0008,0.003221
688,688,0.030969,0.000773,0.00308
689,689,0.030906,0.000773,0.003071
690,690,0.03015,0.000735,0.002928
691,691,0.031183,0.000782,0.003133
692,692,0.02553,0.000532,0.00211
693,693,0.026208,0.00056,0.002225
694,694,0.024367,0.000488,0.001928
695,695,0.024369,0.000489,0.001931
696,696,0.024488,0.000494,0.001952
697,697,0.025525,0.000536,0.002122
698,698,0.018992,0.000301,0.001181
699,699,0.020242,0.000335,0.001342
700,700,0.020264,0.000336,0.001346
701,701,0.020874,0.000357,0.001429
702,702,0.022224,0.000404,0.001621
703,703,0.021037,0.000364,0.001455
704,704,0.021067,0.000365,0.001461
705,705,0.021611,0.000384,0.001539
706,706,0.022798,0.000428,0.001713
707,707,0.022394,0.00041,0.001655
708,708,0.022839,0.000428,0.001723
709,709,0.022779,0.000426,0.001716
710,710,0.023657,0.000453,0.001852
711,711,0.025006,0.000507,0.00207
712,712,0.025088,0.000503,0.002086
713,713,0.023829,0.000455,0.001885
714,714,0.024254,0.00047,0.001955
715,715,0.025021,0.000496,0.002082
716,716,0.024754,0.000484,0.00204
717,717,0.026856,0.000568,0.002401
718,718,0.027628,0.0006,0.002543
719,719,0.027735,0.000606,0.002565
720,720,0.028946,0.000652,0.002795
721,721,0.029571,0.000679,0.002919
722,722,0.029667,0.000684,0.002941
723,723,0.031056,0.000754,0.003224
724,724,0.031821,0.000791,0.003387
725,725,0.03229,0.000812,0.00349
726,726,0.033219,0.000859,0.003696
727,727,0.034572,0.000928,0.004005
728,728,0.033598,0.000881,0.003789
729,729,0.03186,0.000796,0.003415
730,730,0.032495,0.000828,0.003555
731,731,0.031093,0.000755,0.003261
732,732,0.032228,0.000809,0.003505
733,733,0.033067,0.000856,0.003692
734,734,0.03455,0.00093,0.004031
735,735,0.032264,0.000813,0.003525
736,736,0.028078,0.000622,0.00268
737,737,0.027369,0.000593,0.00255
738,738,0.027351,0.00059,0.00255
739,739,0.028552,0.000641,0.00278
740,740,0.029793,0.000697,0.003028
741,741,0.031115,0.000759,0.003303
742,742,0.032528,0.000831,0.00361
743,743,0.033537,0.000884,0.00384
744,744,0.033579,0.000884,0.003853
745,745,0.032813,0.000847,0.003686
746,746,0.032323,0.000826,0.003582
747,747,0.033601,0.000889,0.003871
748,748,0.035248,0.000972,0.00426
749,749,0.035465,0.000982,0.004317
750,750,0.036615,0.001045,0.004603
751,751,0.037478,0.001096,0.004825
752,752,0.03716,0.001077,0.004749
753,753,0.038011,0.001126,0.004972
754,754,0.039291,0.0012,0.005314
755,755,0.03946,0.001213,0.005365
756,756,0.039731,0.001231,0.005444
757,757,0.040675,0.001289,0.005708
758,758,0.041725,0.001332,0.006008
759,759,0.042519,0.001383,0.006242
760,760,0.041801,0.001344,0.006043
761,761,0.043076,0.00143,0.006418
762,762,0.042613,0.001402,0.00629
763,763,0.044474,0.001514,0.006851
764,764,0.044504,0.001517,0.006867
765,765,0.04465,0.001533,0.006919
766,766,0.046184,0.001636,0.007403
767,767,0.047347,0.001709,0.007782
768,768,0.039201,0.001201,0.005371
769,769,0.037015,0.00107,0.004802
770,770,0.03564,0.000996,0.004461
771,771,0.034275,0.000925,0.004134
772,772,0.031813,0.000803,0.003571
773,773,0.032942,0.000859,0.00383
774,774,0.032138,0.000812,0.003651
775,775,0.031898,0.000806,0.003602
776,776,0.031497,0.00079,0.003517
777,777,0.033291,0.000883,0.003928
778,778,0.032287,0.000816,0.003701
779,779,0.032354,0.000822,0.00372
780,780,0.033638,0.000887,0.004022
781,781,0.030341,0.000726,0.003283
782,782,0.031331,0.000769,0.003503
783,783,0.031504,0.000762,0.003546
784,784,0.032356,0.000784,0.003742
785,785,0.0328,0.000806,0.003848
786,786,0.032947,0.000815,0.003886
787,787,0.033569,0.000845,0.004037
788,788,0.032597,0.000797,0.003813
789,789,0.033096,0.000827,0.003934
790,790,0.03188,0.000773,0.003657
791,791,0.031313,0.000754,0.003534
792,792,0.031698,0.000773,0.003624
793,793,0.032722,0.000823,0.003863
794,794,0.032664,0.000824,0.003854
795,795,0.033204,0.000853,0.003985
796,796,0.032403,0.000825,0.003801
797,797,0.03399,0.000909,0.004182
798,798,0.034399,0.000931,0.004287
799,799,0.034851,0.000956,0.004403
800,800,0.036349,0.001038,0.004789
801,801,0.037038,0.001078,0.004976
802,802,0.037995,0.00111,0.005237
803,803,0.038602,0.00114,0.00541
804,804,0.039961,0.001221,0.005798
805,805,0.040575,0.001256,0.005981
806,806,0.04169,0.001326,0.006315
807,807,0.041288,0.001279,0.006201
808,808,0.042019,0.001309,0.006426
809,809,0.042562,0.001342,0.006597
810,810,0.043374,0.001392,0.006854
811,811,0.044683,0.001474,0.007274
812,812,0.046182,0.001582,0.007769
813,813,0.047043,0.001637,0.008067
814,814,0.048276,0.001721,0.008496
815,815,0.046683,0.001619,0.007961
816,816,0.047168,0.001653,0.008132
817,817,0.048542,0.001744,0.008613
818,818,0.047448,0.001672,0.008244
819,819,0.048272,0.001728,0.008536
820,820,0.046939,0.001644,0.008086
821,821,0.047289,0.001676,0.008213
822,822,0.048947,0.001792,0.008798
823,823,0.049838,0.001851,0.009124
824,824,0.051281,0.001955,0.009659
825,825,0.05269,0.00207,0.010197
826,826,0.051285,0.001969,0.00968
827,827,0.052013,0.002024,0.009961
828,828,0.053508,0.002153,0.010541
829,829,0.052149,0.002046,0.010032
830,830,0.053238,0.002153,0.010463
831,831,0.048322,0.001763,0.008658
832,832,0.047491,0.001689,0.008375
833,833,0.048715,0.001774,0.008812
834,834,0.049875,0.001857,0.009238
835,835,0.050752,0.001919,0.009569
836,836,0.051591,0.001982,0.009891
837,837,0.051872,0.001972,0.010011
838,838,0.053415,0.002091,0.010613
839,839,0.053112,0.00207,0.010505
840,840,0.053451,0.002098,0.010647
841,841,0.053238,0.002089,0.010574
842,842,0.052892,0.002066,0.010449
843,843,0.053478,0.002112,0.010687
844,844,0.053152,0.002052,0.010568
845,845,0.053317,0.002061,0.010643
846,846,0.053843,0.002097,0.01086
847,847,0.053222,0.002053,0.010625
848,848,0.05046,0.001862,0.009579
849,849,0.0505,0.001869,0.009603
850,850,0.051905,0.001972,0.010143
851,851,0.050833,0.001898,0.009745
852,852,0.050291,0.001833,0.00955
853,853,0.050895,0.001884,0.009785
854,854,0.04518,0.001507,0.00775
855,855,0.045921,0.001556,0.00801
856,856,0.046227,0.001578,0.008122
857,857,0.046879,0.001622,0.008357
858,858,0.047288,0.001651,0.008509
859,859,0.047849,0.001653,0.008715
860,860,0.049188,0.001747,0.009209
861,861,0.044794,0.001463,0.007669
862,862,0.046224,0.001568,0.008167
863,863,0.047063,0.001627,0.008468
864,864,0.047854,0.001682,0.008758
865,865,0.047449,0.001652,0.008621
866,866,0.048146,0.00171,0.008879
867,867,0.049754,0.001822,0.009479
868,868,0.047719,0.00169,0.008741
869,869,0.049084,0.001785,0.009247
870,870,0.050253,0.001864,0.009692
871,871,0.049061,0.001783,0.009254
872,872,0.050167,0.001862,0.009677
873,873,0.051637,0.001974,0.01025
874,874,0.052654,0.002051,0.010659
875,875,0.049972,0.001858,0.009629
876,876,0.050416,0.001897,0.009806
877,877,0.051094,0.001948,0.010076
878,878,0.044013,0.001463,0.007523
879,879,0.045505,0.001543,0.008045
880,880,0.046822,0.001632,0.008516
881,881,0.047958,0.00171,0.008935
882,882,0.045309,0.001515,0.008001
883,883,0.046277,0.00158,0.008347
884,884,0.047575,0.001669,0.008822
885,885,0.048366,0.001732,0.00912
886,886,0.049155,0.001789,0.009422
887,887,0.048862,0.00177,0.00932
888,888,0.050264,0.001871,0.00986
889,889,0.051325,0.001949,0.010282
890,890,0.049356,0.001776,0.00953
891,891,0.04908,0.001773,0.009434
892,892,0.04911,0.001779,0.009453
893,893,0.050101,0.001853,0.00984
894,894,0.049602,0.00182,0.009657
895,895,0.051114,0.00193,0.010251
896,896,0.051502,0.001963,0.010413
897,897,0.05184,0.001996,0.010557
898,898,0.051142,0.001954,0.010288
899,899,0.051389,0.001999,0.0104
900,900,0.051857,0.002036,0.010595
901,901,0.052739,0.002106,0.01096
902,902,0.053352,0.002153,0.011224
903,903,0.054261,0.002226,0.011611
904,904,0.054874,0.00227,0.011879
905,905,0.055474,0.002313,0.012144
906,906,0.054932,0.002273,0.011922
907,907,0.054636,0.00225,0.011806
908,908,0.053983,0.002211,0.011541
909,909,0.054477,0.002254,0.011758
910,910,0.054934,0.002293,0.011961
911,911,0.054764,0.002278,0.011899
912,912,0.054042,0.002221,0.011603
913,913,0.055515,0.002353,0.012239
914,914,0.056249,0.002415,0.012568
915,915,0.055889,0.002394,0.012421
916,916,0.056115,0.002415,0.01253
917,917,0.056501,0.002472,0.012709
918,918,0.057329,0.002558,0.013086
919,919,0.056653,0.002504,0.012796
